Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
976,2.849036514,3.180079643,1.1343329,76.30000531,73.24670198,0
643,3.959626634,5.833381401,1.79308827,84.03223687,90.65796262,1
1108,3.587614093,7.152263983,1.504648152,76.55715821,77.42404684,1
438,2.874117909,6.37782256,2.20302365,83.56868787,67.52711961,1
678,2.061297629,8.749673194,1.76373317,75.99473881,91.52366524,1
795,3.656956183,6.081633432,4.643738687,76.28480601,68.68361693,1
664,3.978487755,7.537095002,4.853973435,76.41286716,84.56546386,1
881,4.591507984,4.548771534,1.835620871,75.9503683,75.28806355,1
596,4.210487323,4.601446226,1.313461157,84.46371135,76.6307949,1
1776,3.648059966,5.873873853,1.318789889,76.48142055,71.23378647,0
666,2.517943454,8.944874593,2.781627428,74.35555721,68.13692194,1
442,2.133638141,0.314028302,2.667828055,76.91038906,83.67252996,1
885,1.26391793,2.518659663,2.914546785,84.5215851,82.26834396,0
577,3.581444453,4.80558017,1.345729939,76.50266739,72.33354093,1
859,2.193878565,6.031276378,1.303366159,78.41384221,83.01253723,0
704,2.267872796,10.01271618,2.147507293,76.24817356,88.93317269,1
500,2.430457286,5.691030229,2.336999653,75.48801696,82.79542312,1
577,4.075805489,4.969334905,2.357237688,76.27309285,76.50787132,1
829,5.460025254,6.394026297,2.970531382,75.66222616,79.24011618,1
1281,4.093606867,4.66227032,1.607835565,77.38513218,80.09425938,0
1481,3.972600005,5.701679579,1.556111313,75.99768995,93.79160853,0
1224,2.214727486,5.869446739,1.721887631,82.98158331,78.93874198,0
388,3.141249552,3.342019626,2.719029068,81.91163998,75.48676565,1
619,4.478510777,13.59343394,1.226316814,85.39266838,70.88431369,1
952,2.44869462,3.988143607,1.520395761,73.64641309,82.01507128,1
780,4.164540959,7.01528845,2.32493781,86.25077987,72.34937949,0
697,2.449275608,4.424065691,2.040593179,75.92381793,87.29506389,1
797,3.017164546,6.770727394,1.913546863,75.58088756,69.25287686,1
449,2.549285704,4.350933155,3.233813178,77.40213272,80.48428177,1
565,1.692545422,7.313621357,3.249909601,74.40554427,84.09232153,1
690,5.190159252,5.130944387,1.520257474,85.02745829,69.55042153,1
618,2.798816735,6.17482569,0.942659534,75.27835546,76.33779257,1
495,4.711893493,4.667762436,3.060745005,80.94244115,95.23455433,1
721,3.541263916,5.367468376,2.289658856,76.79268294,78.42414979,1
989,0.726166434,3.189772186,1.571435972,76.80935697,84.73935075,0
668,2.077727183,6.477922753,1.839531573,77.36917123,74.44268178,1
1172,3.282762281,10.34829734,2.090401755,78.05237151,76.71761855,1
717,3.32553092,7.388977164,1.565634863,77.21903164,88.17929158,1
816,3.126299099,11.0586131,3.246944501,84.82589965,76.29628594,1
879,3.039941985,1.762921355,2.594185709,77.00119004,75.81380982,1
711,5.396527374,6.161167953,2.030553064,76.45694819,72.2832804,1
970,5.173883251,0.435527221,1.175465155,76.39520179,67.87844623,1
990,4.0381252,5.973015356,1.643291631,76.13477379,84.60349535,0
925,3.627445078,4.513433692,2.954845392,77.17481756,86.71295042,0
670,2.492499635,7.122014737,1.280185897,81.01274421,77.18424715,1
1620,1.536989094,6.398304277,2.42389455,75.163334,77.34005756,0
1321,2.893330432,5.216484442,1.188789089,76.53906217,81.09922246,0
638,1.940204885,1.725983559,2.558749129,76.64167976,69.90564495,1
644,2.178557643,3.506100743,1.867200429,76.44382393,81.5890252,1
801,4.165308131,2.003887133,3.282646158,77.50001132,81.79433362,1
692,3.90012117,7.049257954,1.909216319,77.41321276,77.82467748,1
598,1.1663033,8.209485195,2.45216096,77.88649193,72.89761524,1
1694,3.772280912,11.07112555,2.174929866,75.68910669,75.50529886,0
843,2.440784782,6.3659421,1.739462748,82.92946885,89.9549671,1
779,3.740722614,7.808329661,1.541833657,75.87969903,69.48116684,1
780,2.86783303,4.770536201,1.408910574,75.475542,77.66175843,0
623,2.195767764,4.46618155,1.248517552,83.23664854,79.26689652,0
808,1.991122417,6.125850519,2.744537342,78.16278946,87.86718373,0
1074,3.737906137,10.96807602,1.625575161,75.35410921,78.73236134,1
740,3.056827535,3.683837544,2.124681329,81.96455459,76.2781772,1
800,2.841431392,6.841369399,1.655518342,83.51191683,70.31626348,1
763,2.526961993,4.759057395,1.724618736,77.59759118,86.97513439,0
735,3.600737521,1.753670802,2.772469577,76.68178035,81.0644829,0
474,2.372313395,9.212597586,0.76771055,86.59158833,86.25552489,1
666,3.309324648,5.17202472,0.262600613,76.31671718,86.38672994,1
819,1.964465891,8.280937231,2.355673709,74.87857891,68.0609734,1
399,1.616966609,12.08420404,1.976504482,75.81905079,75.47314341,1
913,3.579091873,3.160604993,2.805944002,78.06472222,70.21188544,1
391,2.073258636,10.82307721,1.632910991,76.09983844,74.32658699,1
1058,0.57937415,5.740930511,2.244358497,81.92085432,79.06874769,0
805,2.266602917,6.697597147,0.155649761,81.94656804,82.36303583,1
794,5.060360314,8.134557547,2.057678451,82.19162577,84.4368073,1
963,2.70588335,7.155380363,6.151323455,77.36978827,75.41650773,0
895,3.787666275,5.626424687,2.444182626,76.06546036,81.31894986,0
562,3.76044811,8.619020303,2.668799226,73.76683309,84.06245114,1
636,4.035666015,6.981595773,1.517036249,78.52841211,73.32198505,1
896,2.687259217,5.106726664,4.868988253,78.35161146,79.07773315,1
1256,2.307970944,5.620646088,2.507053699,77.79832927,83.42495911,0
1435,2.623801722,8.572543197,2.309843193,76.19896602,90.04585756,0
761,3.419064964,5.35965649,1.638043005,75.93628293,70.42744757,1
552,3.913291816,4.786406401,3.747532148,77.77133679,88.0874394,1
701,3.072903006,2.875460079,1.531374512,76.37243677,77.33280416,0
388,2.959983992,12.82881802,1.517932149,81.94628375,70.63155778,1
737,4.621479399,5.908824889,1.831711407,77.61340829,70.89634298,1
663,2.244654644,2.923399719,2.102534969,73.86854525,76.51287375,1
544,2.04929961,4.292368074,4.914337108,75.71054384,94.07309357,1
502,4.450185373,5.187412552,2.301391796,74.59122052,78.07530236,1
1154,3.319094211,1.999086201,1.277658326,82.15168618,78.13854997,0
801,3.223139318,10.62407743,2.028256825,74.87079172,84.46720455,1
665,3.76645578,4.99443944,1.779222159,77.411579,82.51709283,1
481,3.967326699,8.721202436,2.212565165,78.30909627,81.3657434,1
537,4.349171427,5.235084955,3.500016983,77.56512708,84.39419559,1
904,1.58635918,7.532629711,1.351027396,77.89293307,81.59382536,1
739,3.450818081,6.902708899,1.322024431,77.74944294,77.65847196,1
536,3.908921658,7.415393795,2.544380421,84.55627801,85.26739442,1
1046,1.699897976,5.904739463,2.59087353,79.56981266,67.40503794,1
630,4.211055499,7.043989472,2.798201015,74.46290377,77.72833586,1
530,4.601008641,7.371770259,3.304200119,76.47265978,72.06043302,1
709,2.809189491,7.388941976,2.659268414,75.82708769,85.68049186,1
501,2.877292426,6.562203857,2.273539013,77.08120593,83.31447358,1
524,3.223531922,8.185101829,1.864353329,79.28166436,68.35636908,1
980,3.534892935,9.049000477,1.02072074,76.79780933,80.01259821,0
571,3.562234894,7.634627697,2.680775148,76.31956202,69.89012285,1
541,3.106032156,6.35737297,1.723225484,76.65431812,86.09074175,1
422,2.800016094,9.509489124,1.308560751,77.1760091,71.52253542,1
430,2.204474841,5.465012499,3.322512546,77.58549323,77.06680054,1
861,2.800656627,4.493413967,3.052897981,85.25899559,66.76317808,1
801,4.844748811,5.800132136,1.122829918,81.39952372,84.06258244,1
709,2.041255051,5.204610104,2.546201765,75.93220451,80.21703813,1
1161,3.917831065,4.313888583,1.856955376,75.42774511,74.67580475,1
805,2.360811182,3.327082866,2.911210625,76.68551918,86.04908446,0
655,4.155320261,8.471903672,3.378533434,81.70732285,78.80529701,1
591,4.028301931,4.070511474,1.812845755,78.49083331,83.91410103,1
780,2.594671525,5.25603517,2.114896407,74.99287021,75.52746711,0
1040,2.405620624,4.027048735,2.310443897,77.64123326,78.22876958,0
1327,5.087356467,5.781094109,2.286023079,87.54407157,72.36174151,0
1128,3.071798151,8.674373081,1.455921571,77.66240902,71.66781046,1
823,3.139223334,10.61133234,3.108060926,75.66364503,71.09794903,1
777,2.878184831,5.310217663,1.92796711,77.3427578,90.10934981,0
489,2.658754062,9.22885607,1.440676698,75.41804088,72.27827768,1
2143,3.853206431,5.925107221,1.680421141,74.38747862,72.49846715,0
546,4.851892187,3.735397979,1.739177599,74.44467104,76.39858175,1
997,4.416057798,6.087603739,1.996547469,84.13125189,81.28544233,0
885,2.595258832,6.281356915,1.306826289,78.01662549,82.99573444,1
983,2.262431298,6.521835644,3.415522659,80.39118402,85.32117413,0
722,3.775291779,2.813665785,1.621221584,77.32992076,83.61454428,0
1067,4.434499033,4.109890158,2.596118485,77.35028763,77.04324442,0
542,4.254908285,8.099125506,1.634836672,77.8476894,82.56585805,1
691,4.19682616,5.681365047,0.413226196,76.10441351,79.69139668,1
499,1.954928139,8.795584313,7.478504946,75.09981779,69.62034279,1
973,1.745771099,4.873722624,0.951156685,74.68796365,81.04747923,1
946,3.849383377,6.707001242,4.278407392,77.63406592,79.40818217,0
594,2.815001427,5.785647553,2.620107064,74.7189057,72.33769303,1
1007,3.95716375,7.097336389,4.006331779,74.80680614,74.53677104,1
569,3.149942157,8.260608254,2.78801616,76.07792719,84.20029673,1
923,2.965317209,5.9397089,4.128663109,77.4185536,73.81682768,1
654,3.889446798,6.338459494,3.438980783,78.20383921,84.51594621,0
768,3.930075806,8.669401284,1.477826486,76.45760825,74.76368522,1
500,5.399561339,13.96014886,3.026601004,82.93238211,67.5225927,1
549,3.374475497,5.72738184,1.942505323,79.73734362,79.19694687,1
1031,2.441322241,4.167830604,2.726957259,77.41626471,69.20891404,0
499,2.237017844,6.676767864,2.152286883,75.92423307,67.97268081,1
544,3.573358565,4.029156016,2.296087141,77.11855499,66.89852737,1
505,4.29602848,6.603779859,1.929350027,82.0680808,85.77671551,1
885,3.187193468,7.628478897,2.919921011,81.04656257,86.77722259,1
936,2.940127611,5.477091915,1.363026625,77.76732805,77.45324168,1
610,3.216234911,3.987396883,3.701799793,76.75480669,82.760357,0
428,2.322199422,6.124861525,1.135874698,79.05349107,81.1544641,1
517,1.845045939,4.534602727,2.851049588,77.75789942,79.63173554,1
667,3.033921531,5.834819421,2.038694957,78.38363986,71.6945578,1
554,2.306515589,9.34525279,2.797016163,77.04629608,80.36764896,1
648,1.929845223,7.745250072,1.627197865,81.28162848,90.57875638,1
629,3.729362006,7.120917667,2.456310435,82.33275985,91.76116725,1
915,4.008496774,5.455346274,2.498977717,84.61274189,89.25638403,0
371,2.488661801,5.07480778,1.900460601,74.84327152,75.32020664,1
898,3.162766965,13.58341972,1.242296723,81.31174434,85.01525963,0
495,3.541827446,4.438543557,1.428871405,76.48639841,78.52609268,1
574,2.45406964,8.334916112,4.187982181,76.34289433,72.68553301,1
496,4.845074483,15.46040695,2.552628819,76.18925782,82.93016446,1
1111,2.908997177,7.195431409,1.435878782,76.78164974,72.26123278,1
708,4.256101514,5.068812985,2.995721818,78.56240642,81.34916224,0
1537,4.958383013,5.902650249,1.895764475,77.65303258,65.21637383,0
1201,4.704802332,8.118579755,0.725781644,76.2818507,77.04940719,0
587,3.94412927,8.095783075,1.057100254,78.19983715,75.67201637,1
690,2.758632963,6.208755232,2.250550879,73.41157905,68.75585102,1
397,4.234094848,11.44139542,1.161446823,77.4338282,77.6714575,1
940,5.436204974,5.036528615,1.534481903,83.42970187,77.65910446,0
527,3.267653731,7.484247583,2.695506931,75.83481351,77.12542123,1
679,2.941300447,7.880442478,0.989406989,86.1320727,86.30884451,1
563,3.226487087,1.567822839,2.826844248,76.66796713,71.90576023,1
680,2.344083155,6.19247068,1.544709709,75.56262439,70.72586474,1
739,3.405188455,8.951781472,1.622521984,82.20953109,66.33515106,1
1145,4.436744615,5.686701371,2.96589891,74.06224887,71.00266913,0
845,3.779472379,7.825719783,1.560637789,76.41089699,86.06718086,0
496,2.714257622,6.77725727,2.576025082,74.58859679,85.73009872,1
380,2.393187575,6.411880481,3.040397864,77.90534967,81.82903054,1
1179,3.308126694,6.162965271,0.736781032,75.67839738,71.43085438,0
565,2.874321866,14.47957576,3.026680688,76.51212534,79.31081993,1
1089,2.725300475,13.376654,2.219507717,75.95855978,74.78036457,1
534,3.962444863,6.387971676,3.210711543,76.20939618,76.08016384,1
1297,1.650601481,3.442698113,1.277926224,77.83313998,72.3863118,0
619,2.274108677,8.247605371,2.511699413,79.78197425,88.3346158,1
614,2.777943792,3.654726062,2.284569489,76.91387287,79.78834057,0
971,4.482730073,6.670373082,1.895137372,77.25420533,73.42432407,0
639,5.226335922,4.721771294,1.417380224,74.88782749,80.65363376,1
1008,2.539658358,9.541675103,1.27546244,72.98607904,66.9709354,1
626,3.014915091,6.20352397,2.540162503,86.71948305,72.52736741,1
672,5.648501615,6.169548912,3.170248023,76.06702978,74.61167005,1
872,3.313780745,7.33699729,1.631873479,77.82973994,81.08317531,0
722,3.205493407,6.150237921,4.854586184,77.85182088,77.95609224,0
405,3.744056549,5.171750586,1.636251072,76.68874762,70.06387003,1
1086,2.625588801,3.765344712,1.811358686,77.04368528,82.62726219,0
752,2.917488493,5.365836692,2.682838542,77.21227745,85.00367249,1
1103,3.214466104,7.848660723,3.064995766,77.02291552,74.89609101,1
775,4.427195104,6.825079541,1.142140514,74.87528886,70.96918025,1
1048,2.603507529,7.099990708,3.768879364,82.1328633,80.49122825,1
711,0.277026815,7.959514618,2.135120524,85.74238726,87.93355551,1
367,3.092527386,4.256093122,1.603433779,75.49990447,72.21062605,1
834,5.07602409,3.652050151,1.955598594,88.60273387,72.9241561,1
512,2.596976215,6.619944062,1.158087783,80.84318484,75.07329256,1
496,2.776466528,7.044184329,1.43484187,86.34149912,81.78973153,1
956,2.081544139,4.666259575,1.299379346,76.75962719,79.43480476,0
822,4.735052942,3.570197337,1.795399718,77.75719729,83.38450257,0
468,1.87112655,7.339342575,1.333240965,79.85779688,82.89547708,1
607,4.692884107,7.188208573,0.996438857,77.96952283,67.44994677,1
491,2.883946428,6.243481895,0.893448511,77.8866752,81.06015251,1
1363,3.676642434,4.376828199,5.052523359,84.85299611,89.77546423,1
934,3.780505947,6.937541795,1.292789211,74.84466195,74.58541843,0
1288,3.87078183,13.27609129,3.230853645,76.41165191,82.00165777,1
521,2.826811289,7.056943341,2.418158245,75.58506168,80.33262745,1
786,4.450374339,11.26051884,2.502196729,78.42448991,85.18110998,1
518,0.143224595,8.248790385,2.914021317,82.57116137,66.80763915,1
812,1.972568598,3.923613952,1.4355975,77.87184264,74.15727582,0
779,2.44105346,5.687651246,1.433893617,76.15160876,78.87864392,0
556,3.898827615,5.618928186,1.668414199,78.41686489,80.14592911,1
1003,3.489661789,5.402622308,1.048219179,76.74198839,77.92372203,1
860,3.034183262,7.996621579,2.489548574,74.65427745,88.94029409,1
706,4.017797875,6.128531743,2.106175504,76.69952747,81.83811437,1
922,3.785792744,6.95568102,2.697845186,75.73914859,87.35718483,1
1011,3.586074722,0.451073145,1.72224853,75.85988697,87.11665066,1
758,2.750954717,1.226343206,1.015933556,81.76118045,81.6880215,0
397,1.935581809,5.737016106,0.98865443,76.09238802,75.08744138,1
966,2.816623082,8.061114245,1.087021379,77.3766384,90.4870456,1
583,2.616892445,3.788787607,1.21311947,77.78823497,71.00004546,1
662,3.969043205,4.49052052,1.301790037,78.22422824,83.4730168,1
489,4.015674293,7.325900916,3.128338251,75.31783229,70.01327957,1
604,3.60594976,6.852550497,1.79774938,75.87940895,84.65657819,1
1280,2.983731999,7.221169887,3.227294347,77.25404267,77.46043378,1
751,2.322490163,3.232059685,1.780487076,78.14970411,75.30806542,1
980,3.332947125,6.946913764,3.655490879,73.74935612,65.19769951,1
759,3.098269394,6.114424066,2.048741754,76.72128476,85.9934161,1
679,1.982309353,2.531894311,1.871692019,84.13806782,77.74818146,0
543,2.65336999,5.951917798,2.101911694,81.48294003,88.0927524,1
663,3.400009565,5.44995519,0.983850392,75.92676164,78.71224985,1
701,3.398926799,5.957214017,3.986627195,83.47246393,75.17982238,0
975,2.851345612,3.436134987,1.413888889,81.85690884,89.61064854,0
523,4.037701127,6.639511551,2.150149092,78.42849102,90.30814983,1
761,0.601278411,7.514691591,1.50813992,75.90878459,68.83460165,1
516,2.781434902,3.43391761,2.312806856,81.0532459,72.43674572,1
790,3.728301954,9.260903495,2.20711127,85.15694104,83.73275861,0
869,3.905235219,5.31025725,0.784706166,78.41106851,78.79049062,1
945,6.45811012,3.353950794,1.502761083,76.69807139,75.43535683,1
1223,4.102128217,5.65741539,3.278998978,74.16114253,75.21818661,1
830,2.942511018,6.471500104,2.429485003,75.42491476,80.32461847,1
710,2.290682776,6.530769571,2.855587169,76.44985252,75.02954183,1
628,4.299812131,6.671608398,2.586010835,76.11393027,84.79508363,1
840,2.574044629,5.26762219,2.09115582,83.44104638,79.62446236,0
569,2.681017459,7.633607685,3.286169701,76.10963977,75.5320678,1
615,3.829215083,1.28678917,1.585029704,74.8057878,86.74351432,1
370,4.74462323,6.713390234,2.592523433,77.21526755,79.54199466,1
448,4.527674827,13.41128319,2.534686426,76.61852704,77.05492303,1
739,4.476393553,6.69971841,2.924731694,77.67058784,92.73184378,1
576,3.338777676,5.735033887,2.883196307,73.41123256,79.28007302,1
582,2.259615955,5.801183494,3.65621534,75.86056714,88.16974513,1
685,2.941039657,5.785641512,2.032577537,75.77190098,87.52646514,1
847,3.938406115,6.985322435,3.359049516,77.64375934,69.54319352,1
887,1.464346295,7.417346634,1.864806525,76.30812372,81.65293378,1
887,4.192601051,6.797956157,1.064139576,77.90613712,75.12396606,0
854,4.24401965,4.926447648,2.525502423,76.14305045,83.47121288,0
656,3.001340265,5.105646317,1.614635996,75.63930854,86.25978976,1
699,4.602142311,3.331015429,0.805562024,76.85278503,79.45571762,1
817,3.201312876,7.377102603,1.521308242,76.26651168,69.32056161,1
894,3.238417942,8.618690217,0.824224067,74.51936582,76.30568819,1
676,5.154383951,4.014879862,2.983216075,75.10503626,68.77949551,1
716,5.199400012,4.975387382,1.145154993,77.61123089,77.47106159,1
552,3.144595021,4.855246799,2.849956465,75.45311259,65.6732725,1
966,2.06923878,8.427977649,1.770769208,75.28473986,82.85768629,0
761,3.728717017,6.29386227,1.252481553,77.63778309,75.46511108,1
1621,3.975351075,3.342588654,1.015608455,78.56365877,71.79632562,0
1499,3.083166966,6.530456608,2.538132193,78.28365169,74.56120639,0
862,3.025410304,4.462318553,1.824859725,75.90760598,63.61718586,1
645,2.862686887,6.011060261,3.372621873,74.44079863,91.14581683,1
726,2.510793024,6.347151307,2.250761224,83.98750795,65.6091507,1
914,2.97960631,9.607924349,2.534476996,84.83697761,74.9742769,1
1091,4.958479744,5.022005122,3.241100416,84.05806407,80.32297074,0
737,1.970876938,7.204581113,2.82073315,77.7897889,82.50302116,1
628,2.50224204,13.76926041,2.339963009,80.9200354,72.59569966,1
1063,2.95081446,11.88618156,1.192207881,78.12703377,74.53617347,1
662,2.774692646,8.75979063,1.05824716,76.91175243,86.18190153,1
634,3.086882573,1.364795774,1.887486386,77.97362857,74.95564298,1
729,2.884048986,5.825322967,2.464401959,78.80196301,79.59228827,1
530,2.155602189,2.779284043,2.797448267,76.45191225,78.16467134,1
925,2.081278554,3.379855821,3.268657176,75.37625916,78.00412257,0
750,2.799875311,7.631014562,2.911683498,76.63794498,79.40488845,1
902,3.361349877,5.506638716,2.291460383,81.42356272,75.56599293,0
1069,1.678349015,4.980654695,3.202777876,72.76674656,72.21271275,1
531,2.311120949,5.961368328,2.831200933,77.51840051,73.44799886,1
535,2.398537367,6.649382167,2.509934443,75.40213959,82.22937067,1
1273,4.581257293,5.127918353,1.322969347,78.80520551,88.43411568,0
1099,2.772396462,10.39417748,1.758073952,74.82565721,84.2048848,0
406,3.524711558,3.420953507,3.021717598,75.95806721,77.15634185,1
838,4.443468496,6.18930982,1.730792705,86.37594358,86.31434267,1
537,3.243790979,10.1770417,2.876193696,76.83444042,74.56281898,1
683,5.406167244,10.89710208,3.891155602,77.42847337,69.17010543,1
1110,2.571307693,4.697183074,2.317045939,74.89955239,72.48881185,1
982,4.403864564,7.665391403,2.449049831,76.33439804,73.0484552,1
504,2.893385024,6.02519117,1.513985722,81.41786316,82.93630058,1
634,3.791634567,11.74519053,1.706863942,82.04421653,77.2488714,1
701,4.980955334,4.482216445,1.512679463,75.09814308,84.11414415,1
555,4.247507441,0.625999717,3.108186393,82.89391042,83.62292674,1
444,3.037433454,7.542188142,1.687151165,74.05554878,81.55608815,1
579,3.276845847,4.038914619,1.404801741,77.24114393,83.57065581,1
902,5.03157767,5.635402126,0.393704565,78.60021534,75.00542322,1
855,2.336942986,5.900080927,2.045913567,85.95224781,74.4010374,0
393,5.71106805,18.41824809,1.500020071,75.34062983,87.48892235,1
766,2.662948827,12.27024893,1.944767603,75.40208888,65.90760433,1
799,2.449096111,5.291652866,2.23529831,77.14148439,69.32294962,1
282,2.697698266,5.985888799,1.2275029,77.47628451,74.81463618,1
908,3.643042597,6.483142044,6.826048275,77.85058323,81.33803182,0
1134,3.334654539,7.141066205,3.538895973,75.49839239,73.76635618,1
452,4.955552325,5.556582761,2.922042981,74.7092951,68.68016957,1
638,2.62835048,4.268695399,1.735175468,78.16476019,67.16773119,1
1109,4.364793687,6.9576559,1.255467599,77.46951823,82.46817807,0
584,2.575541327,4.619378831,2.802962933,77.31439322,63.53942949,1
562,2.364777323,8.740706129,1.805732125,76.54417427,78.16796868,1
916,1.747559747,6.281865942,1.842295237,78.41662973,89.48258113,1
539,4.662042471,4.25991694,2.386211315,76.39783273,83.67923363,1
551,4.965934023,5.327157484,1.44482783,74.88851704,82.33837043,1
853,3.757125001,4.465336169,2.82918899,86.14057289,73.07272756,0
687,1.990095544,4.276250934,1.113376203,76.22503198,80.96307165,0
276,4.662539811,7.291025761,2.606828672,76.73441171,71.44680796,1
461,3.631233069,8.730033422,2.086720623,74.79630382,82.39486388,1
686,4.085525589,5.813183691,2.50513748,76.00755455,88.99498839,1
404,2.443847667,9.902527372,1.544965681,78.14175766,76.967926,1
811,3.361396967,10.33251878,1.860208587,74.88168658,79.2257782,1
544,4.683629339,16.37622331,2.850317442,73.57211311,77.02241157,1
576,2.53892001,7.296644609,1.5778084,76.5758931,84.7286058,1
768,2.981184973,5.87121804,1.972228463,77.04468841,74.00601953,1
892,2.303704267,12.29772043,4.047633218,76.83551005,82.03707345,0
465,4.696220738,6.407768086,5.278919322,73.60695504,80.62502639,1
610,3.705537579,4.3482593,3.500529827,76.0666096,79.74963558,1
546,5.229722565,7.208806144,2.037583377,76.69412605,78.06419846,1
1140,2.138910556,5.074697873,2.140442533,80.77329868,75.95362289,1
1176,4.006072822,5.246207525,2.928504973,77.70125945,85.38070899,0
785,5.165910902,4.161417661,2.984932301,75.21324912,72.03196537,1
1205,4.693127934,4.859712028,3.087607391,76.78901811,85.36679667,0
813,4.485256962,8.60506641,1.668093683,76.21797975,77.23755386,1
885,3.352268727,7.179889206,2.455018689,77.16205408,71.35190737,1
778,2.101159576,4.647124038,2.495398628,77.70885984,76.77325998,1
1324,2.500292992,5.053602382,3.943272653,76.60858206,82.32345319,0
833,3.758835012,6.281994196,1.660213894,76.56045064,70.93811193,0
855,4.561050629,6.369320246,2.770627794,75.39641791,75.39834008,1
548,3.079788441,5.737909033,3.367914295,74.33290677,80.43050619,1
592,4.544101366,4.610141713,2.394447581,77.33609081,88.37328302,1
532,4.799351102,8.365104215,2.447521171,76.01706982,69.57553833,1
502,2.470829731,5.175711872,1.998301759,73.72222433,80.08551663,1
1079,2.986866306,17.28967956,1.954351283,74.66968767,85.46947515,0
908,0.946469186,4.707693909,1.276052059,74.68074864,81.28123118,0
507,2.595563183,10.6081726,2.516150951,77.51895487,77.04485448,1
728,3.716383665,8.466802277,1.138977245,75.86830318,71.24365779,1
831,3.120185797,5.257630386,1.273368414,83.94933148,70.13849606,1
433,2.966353336,14.02751381,2.929602456,81.42414975,77.61524235,1
517,4.582489244,6.269436277,3.535949949,74.86159606,83.23749488,1
525,5.602011068,3.597902456,2.769796615,78.40011908,65.62481644,1
662,2.126854904,4.704842108,2.885734536,77.86680312,89.16932808,1
374,3.696694909,7.410403641,1.250102206,77.49503091,80.05310435,1
580,4.683462755,4.960392543,2.730917839,78.02142596,87.37148599,1
815,2.916353056,7.103442062,1.098852389,77.06982,78.1874507,1
793,3.514322564,7.138490931,2.485575963,77.07395172,77.99060189,1
